 -0.49874875   0.06358534  -0.30669576   0.30874050   0.08500934  -0.02012697  -0.14970854   0.39596242   0.32284003   0.24660480  -1.68300092
 -0.32589191   0.35894346   0.21050143   0.01353496  -0.19600514  -0.48501542  -0.40859705  -0.13554797  -0.35268715  -0.33410138  -3.20978284
  0.48852503  -0.05430770  -0.38091677  -0.49533066  -0.49108860  -0.12211981   0.03166294   0.07118440   0.10176396   0.10716575   4.77470350
 -0.33376569   0.16304511  -0.04921108  -0.14787742  -0.44296092   0.10768455   0.28331858   0.30260628   0.01988280  -0.19804987   0.02717892
  0.37597275   0.22667623   0.45590073   0.42571795   0.03935361  -0.35766166  -0.03791925  -0.26467177   0.36223942  -0.29039890   2.68954015
  0.27965635   0.34365368   0.49679554   0.49969482   0.11149937  -0.10756248  -0.23378703  -0.20271921   0.34014404  -0.47625661   2.99355674
 -0.12413403  -0.40737632   0.17720574  -0.44378489  -0.49121067   0.41879022  -0.22411266  -0.22710350   0.08790857   0.19118321  -4.80944204
  0.33761102   0.22649312  -0.01506087  -0.29464096   0.24373609  -0.03154087  -0.04203925   0.44915617   0.24443799  -0.39172032   8.09627628
  0.09904784  -0.11476487   0.23500776   0.10896635   0.07240516  -0.13866085  -0.34844509  -0.27489549  -0.07484666   0.30288094  -1.96241593
  0.01710564   0.48998994   0.25154883  -0.15443891  -0.33101901   0.15730768  -0.00810266  -0.43646047   0.19975889   0.00480664  -0.64554894
 -0.35250404   0.44958341  -0.35842463   0.40511793   0.19289225  -0.19695121  -0.07344279  -0.42962432   0.46661276   0.18318737  -5.01967478
 -0.34676656   0.37725455   0.32168037   0.08204901  -0.30864894  -0.32210761   0.31719410  -0.02473524  -0.34444714   0.00392163  -1.87397814
  0.23201698  -0.09440902  -0.22041994   0.06874293   0.18224126   0.25585192   0.22191536  -0.02470472  -0.37697989  -0.13219091   1.90795219
  0.33468121  -0.46490371   0.01701409   0.16298407  -0.07377851  -0.39532152   0.44933927   0.42138433   0.04954678  -0.15401167   4.22803164
 -0.02827540  -0.12501907   0.34698021  -0.18312633  -0.04390088  -0.22811061   0.48297065  -0.20220038   0.23918879   0.06727803  -2.33193231
